tweet,tokenized_sents,clean_english,negPos,pol
Fenerbaheyim u anda . Allahm sen utandrma,"['Fenerbaheyim u anda .', 'Allahm sen utandrma']",I'm in Fenerbahce right now. oh my god don't be shy,Negative,-0.10714285714285715
FENERBAHE,['FENERBAHE'],FENERBAH,Neutral,0.0
Abdullah Avc seferde ampiyonluu Fenerbaheye kaptrabilir nk Avc hocam ok byk bir korku sarm gzkyor .,['Abdullah Avc seferde ampiyonluu Fenerbaheye kaptrabilir nk Avc hocam ok byk bir korku sarm gzkyor .'],"Abdullah Avc may lose the championship to Fenerbahce at once, because my teacher Avc seems to have a great fear.",Positive,0.8
FenerbaheGalatasaray TLmaraton alt E Blok sraM Y ilana gitgt,['FenerbaheGalatasaray TLmaraton alt E Blok sraM Y ilana gitgt'],FenerbaheGalatasaray TLmaraton lower E Blok sraM Y ad gitgt,Neutral,0.0
Fenerbahe alacak,['Fenerbahe alacak'],Fenerbahe will take,Neutral,0.0
Fenerbahe Galatasaray Batursmc narsap,['Fenerbahe Galatasaray Batursmc narsap'],Fenerbahe Galatasaray Batursmc narsap,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Fenerbahe Galatasaray,['Fenerbahe Galatasaray'],Fenerbahe Galatasaray,Neutral,0.0
Games Dm gelirmisin abi,['Games Dm gelirmisin abi'],Games Dm can you come bro,Neutral,0.0
Gunaydin rengim hayrl pazarlar,['Gunaydin rengim hayrl pazarlar'],"Good morning my color, happy sunday",Positive,0.75
Fenerbahe Baakehir Liverpool Leipzig Kullanc adm Sabrii atak,['Fenerbahe Baakehir Liverpool Leipzig Kullanc adm Sabrii atak'],Fenerbahe Baakehir Liverpool Leipzig My username is Sabrii attack,Neutral,0.0
Kerem Aktrkolu Fenerbahe manda oynayacan video duyurdu,['Kerem Aktrkolu Fenerbahe manda oynayacan video duyurdu'],Kerem Aktrkolu announced a video where Fenerbahe will play buffalo,Neutral,0.0
temmuz srecinde fenerbahe ike yapt diyen Ekrem mamolu na baganm baganm yalakalk yapandan hayr gelir ...,['temmuz srecinde fenerbahe ike yapt diyen Ekrem mamolu na baganm baganm yalakalk yapandan hayr gelir ...'],Good luck to Ekrem Mamolu who says he did it with Fenerbahe in the July process.,Positive,0.7
Ezeli rekabette dme korkusunu atlatan ligde hibir iddias kalmayan tek hedefi Fenerbaheyi yenmek olan Galatasaraya baarszlklar dilerim.Vurduun gol olsun Fenerbahem tarihi hezimet yaatabiliriz.Arda Gler senden gol bekliyorum at goln gerek fenerli ol .,['Ezeli rekabette dme korkusunu atlatan ligde hibir iddias kalmayan tek hedefi Fenerbaheyi yenmek olan Galatasaraya baarszlklar dilerim.Vurduun gol olsun Fenerbahem tarihi hezimet yaatabiliriz.Arda Gler senden gol bekliyorum at goln gerek fenerli ol .'],"I wish success to Galatasaray, whose only goal is to beat Fenerbahe in the league, which has overcome the fear of falling in the eternal rivalry. There is no claim left in the league. Let you score a goal, Fenerbahem, we can experience a historical defeat.",Positive,0.075
Gnaydn evet FenerbahceGalatasaray ma var ...,['Gnaydn evet FenerbahceGalatasaray ma var ...'],"Good morning, yes there is FenerbahceGalatasaray ma ...",Positive,0.7
,[],,Neutral,0.0
I want to say this message because derby match that will play today is very important for all Galatasaray fans . Especially Fenerbahe fansll try to provoke you please give more importance to this match for us and play aggressively and you provoke them . We believe to you PvA,"['I want to say this message because derby match that will play today is very important for all Galatasaray fans .', 'Especially Fenerbahe fansll try to provoke you please give more importance to this match for us and play aggressively and you provoke them .', 'We believe to you PvA']",I want to say this message because derby match that will play today is very important for all Galatasaray fans . Especially Fenerbahe fansll try to provoke you please give more importance to this match for us and play aggressively and you provoke them . We believe to you PvA,Positive,0.34
Gaziantepte alrken abuk sabuk eletiri yapanlara ayar verirdi..Marco Aurelioyu zkan Smerle birlikte izleyip Trabzonspora gelmesinde rol oynad..Trabzonspora gelecekti ancak anlaamadlar.. Fenerbahede futbolcuyken Genlerbirliine kornerden gol atmtr ...,['Gaziantepte alrken abuk sabuk eletiri yapanlara ayar verirdi..Marco Aurelioyu zkan Smerle birlikte izleyip Trabzonspora gelmesinde rol oynad..Trabzonspora gelecekti ancak anlaamadlar.. Fenerbahede futbolcuyken Genlerbirliine kornerden gol atmtr ...'],"When he was buying in Gaziantep, he used to adjust to those who criticize him.",Neutral,0.0
fenerbahe,['fenerbahe'],fenerbahce,Neutral,0.0
Fenerbahe Galatasaray K ad ribozom,['Fenerbahe Galatasaray K ad ribozom'],Fenerbahe Galatasaray K ad ribosome,Neutral,0.0
Trabzonspor . Fenerbahe . Yenerse olur . ... .,"['Trabzonspor .', 'Fenerbahe .', 'Yenerse olur .', '... .']",Trabzonspor . Fenerbahce If he wins. ... .,Positive,0.3
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Haydi hayrls,['Haydi hayrls'],come on good luck,Positive,0.7
Mdrm bjkliler hakeme kzmasn . Bu hakem dzenini Ahmet Aaolu beraber Ahmet Nur ebi yaratt . Daha nce FenerbaheTrabzon mann tepki alan hakemi maa verildi . Yani Ahmet Nur ebi ektiini biiyor . Alan memnun satan memnun .,"['Mdrm bjkliler hakeme kzmasn .', 'Bu hakem dzenini Ahmet Aaolu beraber Ahmet Nur ebi yaratt .', 'Daha nce FenerbaheTrabzon mann tepki alan hakemi maa verildi .', 'Yani Ahmet Nur ebi ektiini biiyor .', 'Alan memnun satan memnun .']","Mdrm bj people should not be angry with the referee . Ahmet Nur ebi created this refereeing system together with Ahmet Aaolu. Previously, the referee of Fenerbahe-Trabzon mann was given a salary. So Ahmet Nur knows what he has planted. The buyer is satisfied, the seller is satisfied.",Positive,0.08333333333333334
Hasta msn senFenerbahenin tarihinde ok yendii takm s.O kadar zorladnz yle bir kamuoyu basks oldu kibasnda bilegtnzn zoruyla bir ka galibiyet aldnzo yemin ediyorum zorlaona ramen dediin sezonda galibiyet malubiyet saylar eit.Hastasnz,['Hasta msn senFenerbahenin tarihinde ok yendii takm s.O kadar zorladnz yle bir kamuoyu basks oldu kibasnda bilegtnzn zoruyla bir ka galibiyet aldnzo yemin ediyorum zorlaona ramen dediin sezonda galibiyet malubiyet saylar eit.Hastasnz'],"You are sick, you are the team that you beat well in the history of Fenerbahce. There was a public pressure because you tried so hard, you got a few wins because of your strength, I swear, the number of victories and losses in the season you said by force is equal.",Negative,-0.15099206349206348
var kanka kesin bilgi .,['var kanka kesin bilgi .'],there is exact information bro.,Positive,0.25
Twit atma,['Twit atma'],don't tweet,Neutral,0.0
Zorttttt,['Zorttttt'],Zorttttt,Neutral,0.0
akam sularnda Galatasaray Fenerbaheyi Kadkyde malup edecek..,['akam sularnda Galatasaray Fenerbaheyi Kadkyde malup edecek..'],Galatasaray will defeat Fenerbahe in Kadky in the evening..,Neutral,0.0
OOOBBBAAAA,['OOOBBBAAAA'],OOOBBBAAAA,Neutral,0.0
Bunu kazandktan sonra atsaydik iyiydi,['Bunu kazandktan sonra atsaydik iyiydi'],It would be nice if we threw it after we won it,Positive,0.6
Bebegim senin moralin bieye mi bozuldu iki gndr tripli trpli yazyosun..,['Bebegim senin moralin bieye mi bozuldu iki gndr tripli trpli yazyosun..'],"Baby, is your morale upset, you are writing with triple trp for two days..",Neutral,0.0
Fenerbahe divan kurulu bakanlk seimininde Servet bey oy kulland m,['Fenerbahe divan kurulu bakanlk seimininde Servet bey oy kulland m'],I voted Mr. Servet in the ministerial election of Fenerbahe council board.,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Fenerbahe Gs,['Fenerbahe Gs'],Fenerbahe GS,Neutral,0.0
Derbi Gn Fenerbahe Galatasaray .,['Derbi Gn Fenerbahe Galatasaray .'],Derby Gn Fenerbahe Galatasaray .,Neutral,0.0
Efsane bakanmz Sn Aziz Yldrm Fenerbahenin ta kendisidir . Hazmedemiyorsunuz durum byle . Koun akaks olmaya devam edin hepiniz gideceksiniz .,"['Efsane bakanmz Sn Aziz Yldrm Fenerbahenin ta kendisidir .', 'Hazmedemiyorsunuz durum byle .', 'Koun akaks olmaya devam edin hepiniz gideceksiniz .']","Our legendary minister, Mr. Aziz Yldrm, is Fenerbahe itself. You can't digest it like this. Keep being koun akaks, you will all go.",Positive,1.0
Yen u small clubu,['Yen u small clubu'],Yen u small club,Negative,-0.25
anket Rize Sivas Fenerbahe,['anket Rize Sivas Fenerbahe'],survey Rize Sivas Fenerbahe,Neutral,0.0
Fenerbahe galatasaray,['Fenerbahe galatasaray'],Fenerbahe Galatasaray,Neutral,0.0
Bir Fenerbahe ampiyon oluyormu,['Bir Fenerbahe ampiyon oluyormu'],Is a Fenerbahe champion?,Neutral,0.0
Fenerbahe..,['Fenerbahe..'],Fenerbahce..,Neutral,0.0
Tahmin et kazan GANOBET FENERBAHE GALATASARAY TOPLAM GOL FREEBET RT FAV com Takip Arkadan Etiketle Katlm Detaylar Linkte,['Tahmin et kazan GANOBET FENERBAHE GALATASARAY TOPLAM GOL FREEBET RT FAV com Takip Arkadan Etiketle Katlm Detaylar Linkte'],Guess win GANOBET FENERBAHE GALATASARAY TOTAL GOALS FREEBET RT FAV com Follow Back Tag Participation Details Link,Positive,0.26666666666666666
Oyuncu resimlerini pdf yapmak hangi sper zekann fikriydi Sosyal medyay kt kullanan takmz,['Oyuncu resimlerini pdf yapmak hangi sper zekann fikriydi Sosyal medyay kt kullanan takmz'],Which super intelligence was the idea of ​​making the player pictures pdf Our team using social media kt,Positive,0.18333333333333332
SON DAKKA Fenerbahe Galatasaray derbisini Yaln etin anlatacak .,['SON DAKKA Fenerbahe Galatasaray derbisini Yaln etin anlatacak .'],LAST MINUTE Fenerbahe Galatasaray derby will be told by your meat alone .,Neutral,0.0
Yldz kompleksinden gebereceksiniz .d,['Yldz kompleksinden gebereceksiniz .d'],You will die from star complex .d,Negative,-0.3
Uur Dndar duruu imdi azna zictim senin,['Uur Dndar duruu imdi azna zictim senin'],Uur Dndar stance,Neutral,0.0
Bugn kapalyz .,['Bugn kapalyz .'],We are closed today.,Negative,-0.1
Fenerbahe Galatasaray,['Fenerbahe Galatasaray'],Fenerbahe Galatasaray,Neutral,0.0
Vira bismillah Allahekber,['Vira bismillah Allahekber'],Vira bismillah Allah Akbar,Neutral,0.0
seni allah bildii yapsn saat ka olmu heyecandan uyuyamyorum,['seni allah bildii yapsn saat ka olmu heyecandan uyuyamyorum'],God knows how to do you,Neutral,0.0
KALK Appiah ALLAHn dedii olur,['KALK Appiah ALLAHn dedii olur'],RISE Appiah God's word becomes true,Positive,0.35
,[],,Neutral,0.0
astrolojik olarak fenerbahe beybim ansz,['astrolojik olarak fenerbahe beybim ansz'],astrologically fenerbahe beybim ansz,Neutral,0.0
KRALLAR DERBDE KRAL ORAN TLni TL yapmak ister misin Krallar Ligine hogeldin e KAZANIR ZEL ORAN . TL BAHS MKANI Krallar Ligine Katl Kazanmaya Bala,"['KRALLAR DERBDE KRAL ORAN TLni TL yapmak ister misin Krallar Ligine hogeldin e KAZANIR ZEL ORAN .', 'TL BAHS MKANI Krallar Ligine Katl Kazanmaya Bala']","KING RATE IN THE KINGS DERB Would you like to make TL for TL? Welcome to the Kings League, WIN ZEL RATIO . TL BAHS MKANI Start To Win The Kings League",Positive,0.8000000000000002
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Zamannda Fenerbahe taraftar sandkta gerekeni syledi . Yine syler,"['Zamannda Fenerbahe taraftar sandkta gerekeni syledi .', 'Yine syler']",Fenerbahe supporters said what was necessary at the ballot box. Says again,Neutral,0.0
lik skorla glen taraf Fenerbahe olur . Gollerden birini MHY rfan atar .,"['lik skorla glen taraf Fenerbahe olur .', 'Gollerden birini MHY rfan atar .']",Fenerbahe wins with a score of 1 . MHY rfan scores one of the goals.,Positive,0.3
Herkese GnaydnnnBugn gnlerden Fenerbahe Var,['Herkese GnaydnnnBugn gnlerden Fenerbahe Var'],"Gnaydnnn to everyone, today is Fenerbahe",Neutral,0.0
Haydi Fenerbahe,['Haydi Fenerbahe'],Let's Fenerbahe,Neutral,0.0
Fenerbahe bir spor klubdr ifte zafer olsun bugn amin Allahm in,['Fenerbahe bir spor klubdr ifte zafer olsun bugn amin Allahm in'],Fenerbahe is a sports club!,Neutral,0.0
Ma saatini bekliyoruz,['Ma saatini bekliyoruz'],We are waiting for the hour,Neutral,0.0
Amerikan bakan dahil herkesi devreye soktum . O bileti bulacam inallah Bulamazsam kafay yerim . Var e,"['Amerikan bakan dahil herkesi devreye soktum .', 'O bileti bulacam inallah Bulamazsam kafay yerim .', 'Var e']","I got everyone involved, including the American minister. I will find that ticket, I hope I can't find it, I will go crazy. there is",Negative,-0.3
stanbul igal yllarndayken yabanc igalcilerle Galatasaray ma yapp galibiyet alm Beikta ma oynayp galibiyet Fenerbahe man ni kazanmtr iz,['stanbul igal yllarndayken yabanc igalcilerle Galatasaray ma yapp galibiyet alm Beikta ma oynayp galibiyet Fenerbahe man ni kazanmtr iz'],"During the occupation years of Istanbul, we won the Galatasaray match with foreign invaders and won the Fenerbahe match by playing Beikta.",Negative,-0.125
Kaptan seferinde ekmek yediinter akttn Fenerbaheyi olur olmaz eletiriyorsunanladk Ali Koa dmansn Fenerimizehocamzatopularmza zarar verme.Eletiri yapacaksan sene eyyamc hakemleretsnin malarna yap,['Kaptan seferinde ekmek yediinter akttn Fenerbaheyi olur olmaz eletiriyorsunanladk Ali Koa dmansn Fenerimizehocamzatopularmza zarar verme.Eletiri yapacaksan sene eyyamc hakemleretsnin malarna yap'],"The captain ate bread during the voyage, we understood that you criticize Fenerbahe as soon as you got it.",Neutral,0.0
gofff Fenerbahe babanzn mal m Kimi tutup kimi tutmayacama ben karar veririm . Syleminiz yanl,"['gofff Fenerbahe babanzn mal m Kimi tutup kimi tutmayacama ben karar veririm .', 'Syleminiz yanl']",goff Fenerbahe is your father's property. I decide who to keep and who not to. Your statement is wrong,Negative,-0.5
Var e,['Var e'],there is,Neutral,0.0
acmayn,['acmayn'],don't open,Neutral,0.0
alacaz . e,"['alacaz .', 'e']",you will get to,Neutral,0.0
Fenerbahe Galatasaray,['Fenerbahe Galatasaray'],Fenerbahe Galatasaray,Neutral,0.0
Bence C kk .,['Bence C kk .'],I think Ck.,Neutral,0.0
Kerem Aktrkolu Galatasarayn Fenerbahe derbisi ma kadrosuna alnd .,['Kerem Aktrkolu Galatasarayn Fenerbahe derbisi ma kadrosuna alnd .'],Kerem Aktrkolu was included in the Galatasarayn Fenerbahe derby team.,Neutral,0.0
Tese mandan nce aklamay yaparken dnecektiniz FENERBAHE ye kar ma yaparken vatan millet Sakarya teseye gelince herey galibiyet deil . FENERBAHEY BTRELM DERKEN TRK FUTBOLUNU BTRDNZ .,"['Tese mandan nce aklamay yaparken dnecektiniz FENERBAHE ye kar ma yaparken vatan millet Sakarya teseye gelince herey galibiyet deil .', 'FENERBAHEY BTRELM DERKEN TRK FUTBOLUNU BTRDNZ .']","Before tese, you would think while making the announcement. WHEN SAYING FENERBAHEY BTRELM, YOU STARTED TRK FOOTBALL.",Neutral,0.0
Seni bizden baka kimse sevemez . Hereyimm Var,"['Seni bizden baka kimse sevemez .', 'Hereyimm Var']",No one can love you more than us. I Have Here,Positive,0.5
Camiamza hayrl olmasn diliyorumtebrikler.kazanan fenerbahe olsun yeterki,['Camiamza hayrl olmasn diliyorumtebrikler.kazanan fenerbahe olsun yeterki'],"I wish good luck to our community, congratulations. As long as fenerbahe is the winner",Positive,0.32499999999999996
Mbarek ramazan ay Allah dan kork be hakem sadece sene on puanmzi ald sampiyonluk ayr nasl Fenerbahe dersin el vicdan be,['Mbarek ramazan ay Allah dan kork be hakem sadece sene on puanmzi ald sampiyonluk ayr nasl Fenerbahe dersin el vicdan be'],"Mbarek month of Ramadan, fear Allah",Neutral,0.0
Liin . Sradaki takmyla ieride oynuyoruz video bile fazla olmus onlara,"['Liin .', 'Sradaki takmyla ieride oynuyoruz video bile fazla olmus onlara']","lin. We're playing inside with the next team, even the video was too much for them",Positive,0.1
Fenerbahe Galatasaray mann TOPLAM GOL SAYISINI doru tahmin eden KYE FREE BET Hesabmz takip et arkadan etiketle Kullanc adn tahminini yazarak yap Takip et Kural grselde .,['Fenerbahe Galatasaray mann TOPLAM GOL SAYISINI doru tahmin eden KYE FREE BET Hesabmz takip et arkadan etiketle Kullanc adn tahminini yazarak yap Takip et Kural grselde .'],Fenerbahe Galatasaray mann guesses TOTAL NUMBER OF GOALS correctly KYE FREE BET Follow our account tag behind the guess by typing your username Follow The rule is in the picture .,Neutral,0.0
Trabzonspor Fenerbahe oynad matan sonra sadece bir kazanabildi .,['Trabzonspor Fenerbahe oynad matan sonra sadece bir kazanabildi .'],Trabzonspor only won once after playing against Fenerbahe .,Neutral,0.0
Ah bugn evde olucaktm dedemle Fenerbahenin btn branlarn izlerdik su topunu bile izler mi insan yryen Fenerbaheyiz yle psikopat insanlarz .,['Ah bugn evde olucaktm dedemle Fenerbahenin btn branlarn izlerdik su topunu bile izler mi insan yryen Fenerbaheyiz yle psikopat insanlarz .'],"Oh, I was going to be at home today, we used to watch all the branches of Fenerbahe with my grandfather, can we even watch the water polo? We are psychopathic people with Fenerbahe.",Neutral,0.0
Reis girersin rahat ol . ocuklar sokuyorlar ieri ylesine kural bir ey . yanda tandklar nme alp ieri sokuyordum .,"['Reis girersin rahat ol .', 'ocuklar sokuyorlar ieri ylesine kural bir ey .', 'yanda tandklar nme alp ieri sokuyordum .']","You enter the king, relax. the children are stinging them in. I was taking my friends next door and putting them in.",Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Fenerbahe kucuker,['Fenerbahe kucuker'],Fenerbahe Kucuker,Neutral,0.0
Adamsn admin byle eylerle gel,['Adamsn admin byle eylerle gel'],Adamsn admin come with such things,Neutral,0.0
Trabzon Srmenede e otobsne ynelik katliam amal silahl saldr yaplal gn oldu ... larHesapVerecek e,['Trabzon Srmenede e otobsne ynelik katliam amal silahl saldr yaplal gn oldu ... larHesapVerecek e'],It's been a day since an armed attack was made against the bus in Trabzon Srmene ...,Neutral,0.0
Fenerbahe Galatasaray Derbiyi Yarn Alternatif Linklerle zlettircem Younlua Taklmayn imdiden Kanala Katln Derbiyi Sorunsuz zleyin nGnlerdenGALATASARAY,['Fenerbahe Galatasaray Derbiyi Yarn Alternatif Linklerle zlettircem Younlua Taklmayn imdiden Kanala Katln Derbiyi Sorunsuz zleyin nGnlerdenGALATASARAY'],I will let you watch Fenerbahe Galatasaray Derby with Alternative Links Tomorrow,Neutral,0.0
Fenerbahe galatasaray derbi mamza Fenerium ST A blok adet bilet mevcuttur dileyene tekli aktarlr . Ayrnt iin DM ak . Var yzyze gvenilir aktarm e st,"['Fenerbahe galatasaray derbi mamza Fenerium ST A blok adet bilet mevcuttur dileyene tekli aktarlr .', 'Ayrnt iin DM ak .', 'Var yzyze gvenilir aktarm e st']",Fenerbahe galatasaray derby mamza Fenerium ST A block tickets are available and can be transferred individually to anyone who wishes . DM open for details. Reliable transfer to existing face top,Positive,0.225
FENERBAHE,['FENERBAHE'],FENERBAH,Neutral,0.0
Rdvan Dilmen Batshuayi tipi oyuncular ben severim . Sokak kedisi aryor . Lig standartlarmz iin deerli bir oyuncu . Evet sa ba yolduruyor ben gol pozisyonuna girmeyen forveti sevmem . Ben Batshuayiyi Fenerbahede isterim . TSpor,"['Rdvan Dilmen Batshuayi tipi oyuncular ben severim .', 'Sokak kedisi aryor .', 'Lig standartlarmz iin deerli bir oyuncu .', 'Evet sa ba yolduruyor ben gol pozisyonuna girmeyen forveti sevmem .', 'Ben Batshuayiyi Fenerbahede isterim .', 'TSpor']","I like Rdvan Dilmen Batshuayi type players. Street cat is calling. A valuable player for our league standards. Yes, it hurts the right, I don't like the striker who doesn't get into the goal position. I would like Batshuayi in Fenerbahe. TSport",Positive,0.2857142857142857
Fenerbahce hocas olunca gm dier hocalar v sen tam bildiimiz Fenerbahce dmanlar yorumcularndan olmusun .,['Fenerbahce hocas olunca gm dier hocalar v sen tam bildiimiz Fenerbahce dmanlar yorumcularndan olmusun .'],"When you became a Fenerbahce teacher, you became one of the Fenerbahce dmanlar commentators.",Neutral,0.0
NEW Arsenal and Liverpool will send scouts to watch Fenerbahces Arda Guler Source HITC,['NEW Arsenal and Liverpool will send scouts to watch Fenerbahces Arda Guler Source HITC'],NEW Arsenal and Liverpool will send scouts to watch Fenerbahces Arda Guler Source HITC,Positive,0.13636363636363635
Tam versiyon kullann ltfen,['Tam versiyon kullann ltfen'],Please use the full version,Positive,0.35
Felipe Melo Ma Yorum Analizleri Globalbahiste Fenerbahe Galatasaray karlamasnda neler olacak Felipe Melonun haftalk kupon nerisinde hangi malar favori Analiz tahminleri karmamak iin Link Bioda,['Felipe Melo Ma Yorum Analizleri Globalbahiste Fenerbahe Galatasaray karlamasnda neler olacak Felipe Melonun haftalk kupon nerisinde hangi malar favori Analiz tahminleri karmamak iin Link Bioda'],Felipe Melo Ma Comment Analysis What will happen in Globalbahiste Fenerbahe Galatasaray match Which products are favorite in Felipe Melo's weekly coupon offer Link Bioda to avoid confusing analysis predictions,Positive,0.1
fenerium st ma n teslim . Var iVar,"['fenerium st ma n teslim .', 'Var iVar']",Fenium st ma n delivery . Yes iYes,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Ne Fenerbahe yaklr Nede Trkiye cumhuriyeti yklr Yaasn cumhuriyet yaasn Fenerbahe,['Ne Fenerbahe yaklr Nede Trkiye cumhuriyeti yklr Yaasn cumhuriyet yaasn Fenerbahe'],Neither Fenerbahe will be burned nor the Turkish republic will be destroyed Long live the republic Fenerbahe,Positive,0.043181818181818175
Fenerbahe Galatasaray,['Fenerbahe Galatasaray'],Fenerbahe Galatasaray,Neutral,0.0
ocuklar bari onuda akla ... kulp tarihine ilkleri yasatiyorsunuz ynetim ltfen bilinli haraket edin .,['ocuklar bari onuda akla ... kulp tarihine ilkleri yasatiyorsunuz ynetim ltfen bilinli haraket edin .'],"Guys , at least it comes to mind .",Negative,-0.3
Elimde Fenerbahe atks yanmda manita keke Kadky olsaydm .,['Elimde Fenerbahe atks yanmda manita keke Kadky olsaydm .'],I wish I had Fenerbahe atks with me Keke Kadky.,Neutral,0.0
FENERBAHE ISTANBUL KADIKOY,['FENERBAHE ISTANBUL KADIKOY'],FENERBAHE ISTANBUL KADIKOY,Neutral,0.0
zentan fenerbahe,['zentan fenerbahe'],zentan fenerbahe,Neutral,0.0
hazr derbi gnne gelmiken galatasaray fenerbahenin unutamadm avrupa gollerini paylaacam . ocukluumda hatrladm muazzam goller . keweln bordeaux gol,"['hazr derbi gnne gelmiken galatasaray fenerbahenin unutamadm avrupa gollerini paylaacam .', 'ocukluumda hatrladm muazzam goller .', 'keweln bordeaux gol']","While the derby day is ready , I will share the European goals of Galatasaray Fenerbahe that I could not forget . tremendous goals that I remember in my childhood. keweln bordeaux goal",Positive,0.17777777777777778
,[],,Neutral,0.0
Ahahahahahah,['Ahahahahahah'],ahahahahaha,Neutral,0.0
Yine bir derbi gn Allahm sen konuyu biliyorsun,['Yine bir derbi gn Allahm sen konuyu biliyorsun'],"Another derby day, my God, you know the subject.",Negative,-0.16666666666666666
An itibari Fenerbahe oldum arkadalar,['An itibari Fenerbahe oldum arkadalar'],"I've become Fenerbahe as of now, friends.",Neutral,0.0
Fenerbahe alr,['Fenerbahe alr'],Fenerbahce buys,Neutral,0.0
Yapma bunu yaaa,['Yapma bunu yaaa'],don't do that,Neutral,0.0
Eger ten fazla atarsa asklarimdan birisi yutacagina yemin etti . Amerikali kizlar kadar manyagina rastlamadim diyebilirim eger Afrikali kiz arkadasim olmasaydi . e devam eden s liler hepinizin amk .,"['Eger ten fazla atarsa asklarimdan birisi yutacagina yemin etti .', 'Amerikali kizlar kadar manyagina rastlamadim diyebilirim eger Afrikali kiz arkadasim olmasaydi .', 'e devam eden s liler hepinizin amk .']","He swore that if he scored more than ten he would swallow one of my loves. I can say that I have not come across as crazy as American girls, if I did not have an African girlfriend. Continuing s's thank you all.",Negative,-0.019999999999999997
Roberto carlos marcelo kiyaslanamaz bro birincisi ikincisi carlosun geldigi zamanlar Fenerbahe cok iyi durumdaydi gnmz artlarna gre kat kat iyiydi uanda milyon euro marceloya yattigi yerden yediremeyiz dinamik oyuncu bulacaksin Ferdi sol bekte oynar uan,['Roberto carlos marcelo kiyaslanamaz bro birincisi ikincisi carlosun geldigi zamanlar Fenerbahe cok iyi durumdaydi gnmz artlarna gre kat kat iyiydi uanda milyon euro marceloya yattigi yerden yediremeyiz dinamik oyuncu bulacaksin Ferdi sol bekte oynar uan'],"Roberto carlos marcelo is incomparable bro, first and second, Fenerbahe was in very good condition when Carlos came, it was many times better according to today's conditions, now million euros, we can't feed Marcelo from where he is lying down, you will find a dynamic player Individual plays at left back",Positive,0.2185858585858586
,[],,Neutral,0.0
EN Stephane Appiah,['EN Stephane Appiah'],EN Stephane Appiah,Neutral,0.0
Ouz Altay Fenerbahede kllar ekildi . Altay LNKTEN CANLI ZLEYEBLRSNZ YouTube linkimiz tv,"['Ouz Altay Fenerbahede kllar ekildi .', 'Altay LNKTEN CANLI ZLEYEBLRSNZ YouTube linkimiz tv']",Hair was planted in Ouz Altay Fenerbahe. WATCH LIVE ON Altay LNK Our YouTube link tv,Positive,0.13636363636363635
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Kerem Aktrkolu Fenerbahe derbisi ma kadrosuna alnd . Vole,"['Kerem Aktrkolu Fenerbahe derbisi ma kadrosuna alnd .', 'Vole']",Kerem Aktrkolu was included in the Fenerbahe derby team. volley,Neutral,0.0
Kazann gerekirse yenin,['Kazann gerekirse yenin'],Win if you have to,Positive,0.8
Yapma bunu ite,['Yapma bunu ite'],don't push it,Neutral,0.0
Bugn gnlerden Baarlar Fenerbahcem,['Bugn gnlerden Baarlar Fenerbahcem'],Good luck Fenerbahce today,Positive,0.7
Yaa Fenerbahe Fenerbahce Galatasaray,['Yaa Fenerbahe Fenerbahce Galatasaray'],Yaa Fenerbahe Fenerbahce Galatasaray,Neutral,0.0
Engin geldi e kt gnlerini grd gryor urdndar geldi herey tamam artk e lig deitirir,['Engin geldi e kt gnlerini grd gryor urdndar geldi herey tamam artk e lig deitirir'],"Engin came, he saw his days, he saw his days, he came from urdu",Neutral,0.0
Fenerbahe insana kaybettiini buldurur zaman durdurur karanlk annda umuda gnderir . Her eyden ok .,"['Fenerbahe insana kaybettiini buldurur zaman durdurur karanlk annda umuda gnderir .', 'Her eyden ok .']","Fenerbahe makes people find what they have lost, stops time, and sends hope in the dark. Ok from everything.",Positive,0.175
Fenerbahe Galatasaray mana maraton st f blok QR bilet vardr yz yze grlecektir .,['Fenerbahe Galatasaray mana maraton st f blok QR bilet vardr yz yze grlecektir .'],Fenerbahe Galatasaray mana marathon top block QR ticket will be seen face to face .,Positive,0.5
Fenerbahenin .. gndemi ...,['Fenerbahenin .. gndemi ...'],Fenerbahce .. agenda ...,Neutral,0.0
Fenerbahe kazanr Kullanc ad hasan goztepe tips,['Fenerbahe kazanr Kullanc ad hasan goztepe tips'],Fenerbahe wins Username hasan goztepe tips,Positive,0.3
Evet ocuklarn ma bittiyse gelelim Byklerin mana,['Evet ocuklarn ma bittiyse gelelim Byklerin mana'],"Yes, if your children are over, let's come to the meaning of your elders",Neutral,0.0
bir oda atm . hepinizin katlmasn isterim srtma atlayan insanlardan bktm..,"['bir oda atm .', 'hepinizin katlmasn isterim srtma atlayan insanlardan bktm..']",a room atm. I want you all to join I'm tired of people jumping on my back..,Negative,-0.2
